numStates 50
numActions 20
start 24
end 2 16 32 34
transition 4 2 19 0.4584318178528717 0.28920495988329686
transition 4 3 34 -0.23806739178899816 0.09800608313619466
transition 4 3 41 0.2899794384175862 0.1679621493747888
transition 4 3 21 0.5230254924353408 0.3366002027712065
transition 4 3 19 0.5427551900179202 0.39743156471781005
transition 4 4 16 -0.6409712688708329 0.04173106646058733
transition 4 4 6 -0.20629660128930216 0.23647604327666152
transition 4 4 17 -0.37697358492130495 0.23647604327666152
transition 4 4 33 0.06266024765163158 0.02833590932509016
transition 4 4 19 -0.6812112111026738 0.4569809376609995
transition 4 5 19 0.21505261625538052 1.0
transition 4 6 19 -0.9975223072897936 1.0
transition 4 7 14 -0.9066503235024126 0.20978593272171253
transition 4 7 1 0.9619439433171455 0.40672782874617736
transition 4 7 19 0.4453616452151916 0.3834862385321101
transition 4 8 19 -0.040211381473660435 1.0
transition 4 9 11 -0.4859819672636776 0.5310344827586206
transition 4 9 19 0.4433799875512334 0.4689655172413793
transition 4 10 19 -0.017496029419584946 1.0
transition 4 11 40 0.9924925801175715 0.16547049441786285
transition 4 11 32 -0.2694160613344143 0.25877192982456143
transition 4 11 3 0.5410463065968476 0.08771929824561403
transition 4 11 13 0.3142967485553152 0.037480063795853266
transition 4 11 19 -0.04989586167100679 0.45055821371610844
transition 4 12 6 -0.6215551695472832 0.09549945115257959
transition 4 12 0 0.2991755947832051 0.4769484083424808
transition 4 12 19 0.2788329152249196 0.4275521405049396
transition 4 13 33 0.3514710923375526 0.5182481751824818
transition 4 13 19 -0.08831675545771467 0.48175182481751827
transition 4 14 19 -0.6520101858722902 1.0
transition 4 15 19 0.7718965030599185 1.0
transition 4 16 19 0.3227292073511563 1.0
transition 4 17 19 0.09247872382463318 1.0
transition 4 18 19 0.6136156144531175 1.0
transition 4 19 40 -0.37693897078110417 0.1076633756464504
transition 4 19 8 -0.1084511811511184 0.4221908791725435
transition 4 19 19 0.8240386671682449 0.4701457451810061
transition 5 0 27 -0.5723917404320584 0.3631484794275492
transition 5 0 40 -0.8782433793902329 0.11508646392367322
transition 5 0 47 -0.8534665701266051 0.10494931425163984
transition 5 0 39 0.2976072139855639 0.41681574239713776
transition 5 1 46 0.337678969558038 0.6328502415458938
transition 5 1 39 0.5952089293434131 0.3671497584541063
transition 5 2 8 -0.44858156062267973 0.1259723422644771
transition 5 2 17 0.8904914763955267 0.2158599827139153
transition 5 2 27 0.595395517462622 0.17545375972342264
transition 5 2 39 -0.7789772636179229 0.48271391529818497
transition 5 3 6 0.5029173381503693 0.22091219360843933
transition 5 3 22 0.17868948379542338 0.2668321439652498
transition 5 3 1 -0.6136006215628 0.08532423208191127
transition 5 3 39 0.3322841391716651 0.4269314303443996
transition 5 4 30 -0.5058071920246345 0.28967867575462514
transition 5 4 4 0.8328825063850722 0.3442064264849075
transition 5 4 39 0.8446241846530187 0.3661148977604674
transition 5 5 39 -0.6738903425120026 1.0
transition 5 6 39 -0.923512538203729 1.0
transition 5 7 39 -0.4499401057850545 1.0
transition 5 8 24 -0.20905552783514136 0.22054159551110028
transition 5 8 12 0.47201600099205043 0.24030251280800194
transition 5 8 29 0.5249230062352266 0.0797755550134179
transition 5 8 39 0.04813567736350066 0.45938033666747985
transition 5 9 24 0.4974726507454077 0.06421389396709323
transition 5 9 23 -0.779660038399322 0.2006398537477148
transition 5 9 31 0.331891714138979 0.2129798903107861
transition 5 9 6 -0.9600579813176056 0.1206581352833638
transition 5 9 39 0.48153138513145843 0.401508226691042
transition 5 10 33 0.7667101990598817 0.1812638580931264
transition 5 10 37 -0.9113685110122802 0.5249445676274944
transition 5 10 39 0.008576427442432921 0.29379157427937913
transition 5 11 8 -0.1537841778313911 0.1804236669101534
transition 5 11 32 0.32117677889060814 0.218772826880935
transition 5 11 13 0.6533527609857817 0.12673484295105916
transition 5 11 5 -0.43020648059207933 0.09934258582907232
transition 5 11 39 -0.8635258475912453 0.3747260774287801
transition 5 12 37 0.588877164330958 0.5521367521367522
transition 5 12 39 0.8699251437578928 0.4478632478632479
transition 5 13 34 -0.10669409953172582 0.7505070993914807
transition 5 13 39 -0.21008407445859967 0.24949290060851928
transition 5 14 44 0.00795180533674733 0.354924578527063
transition 5 14 45 -0.10144686461747332 0.20763087843833186
transition 5 14 39 0.15045814019215742 0.43744454303460517
transition 5 15 24 -0.31005715862419647 0.6157024793388429
transition 5 15 39 0.595095338560715 0.384297520661157
transition 5 16 7 -0.9406404444354859 0.3571741992101799
transition 5 16 22 0.45721232033002734 0.14304519526107942
transition 5 16 39 0.21482063060859646 0.49978060552874065
transition 5 17 11 -0.32321613892133616 0.19949441752685906
transition 5 17 48 -0.7938254634438844 0.14198441120707816
transition 5 17 31 0.45120499662933433 0.15862650094796713
transition 5 17 13 0.5669559260819308 0.21023804508110386
transition 5 17 39 -0.45334691948224815 0.28965662523699176
transition 5 18 7 -0.7241661691726453 0.5833333333333334
transition 5 18 39 0.42879700020369693 0.4166666666666667
transition 5 19 24 0.15863273016969948 0.24760330578512396
transition 5 19 29 -0.9511693662356344 0.2545454545454545
transition 5 19 7 0.6301105772697011 0.00859504132231405
transition 5 19 39 -0.14712509621012315 0.48925619834710743
transition 6 0 8 0.8362843186369393 0.31628581791802685
transition 6 0 18 0.8276905158149694 0.02792890823358723
transition 6 0 27 -0.19972423904977266 0.32390279289082335
transition 6 0 5 -0.8978118818692502 0.08487486398258977
transition 6 0 44 0.05991252493905397 0.2470076169749728
transition 6 1 0 -0.3554666974653975 0.09262759924385633
transition 6 1 28 -0.3600659372828998 0.2939508506616257
transition 6 1 38 0.6816782777065418 0.29017013232514177
transition 6 1 44 -0.5846331291918885 0.32325141776937616
transition 6 2 44 -0.698035017231007 1.0
transition 6 3 38 -0.6685778225225132 0.04845719252498914
transition 6 3 6 -0.5676695014406745 0.13993915688830944
transition 6 3 13 -0.7800033560350994 0.1714471968709257
transition 6 3 34 0.0846437739687993 0.15862668405041286
transition 6 3 44 -0.8105683695735821 0.4815297696653629
transition 6 4 49 0.28642403246420445 0.14641350210970464
transition 6 4 43 0.07343323698100912 0.17932489451476794
transition 6 4 46 0.6471375485200159 0.0940928270042194
transition 6 4 39 -0.8052380533927763 0.23291139240506328
transition 6 4 44 -0.6929172848992604 0.3472573839662447
transition 6 5 34 0.4387453376766821 0.4146341463414634
transition 6 5 21 0.8546181512437148 0.08689024390243902
transition 6 5 44 0.11164379426866766 0.49847560975609756
transition 6 6 20 -0.589323397264276 0.6629526462395543
transition 6 6 26 -0.6786274780511992 0.12534818941504178
transition 6 6 44 -0.6316632263187054 0.2116991643454039
transition 6 7 20 0.9783769250566825 0.5205479452054794
transition 6 7 44 0.049716971141122945 0.4794520547945205
transition 6 8 28 0.29560206182935156 0.20361362056984017
transition 6 8 1 -0.5816128017464315 0.4669909659485754
transition 6 8 25 -0.7291069033418749 0.05837387074357193
transition 6 8 44 0.33043140956091666 0.2710215427380125
transition 6 9 44 -0.8770665406939877 1.0
transition 6 10 46 -0.7782486770769879 0.11169590643274854
transition 6 10 35 0.9145901858547145 0.48830409356725146
transition 6 10 27 -0.7589918401876514 0.02982456140350877
transition 6 10 44 0.930356829163665 0.3701754385964912
transition 6 11 26 -0.32908971279110144 0.05690034580320654
transition 6 11 9 -0.5910537976664327 0.20528135806350203
transition 6 11 23 -0.15165534098109168 0.19930839358692234
transition 6 11 10 0.06781142445107569 0.07513360578434454
transition 6 11 44 -0.8540819263195347 0.4633762967620245
transition 6 12 44 -0.6133081309698176 1.0
transition 6 13 42 -0.9669954410946249 0.25059665871121717
transition 6 13 46 -0.04802118144052714 0.2541766109785203
transition 6 13 44 -0.5253867197626245 0.49522673031026254
transition 6 14 18 -0.07589778328245145 0.14192495921696574
transition 6 14 32 -0.643530585577756 0.13104948341489941
transition 6 14 35 -0.6178561447405262 0.24524197933659597
transition 6 14 38 0.010637101039003616 0.13512778684067428
transition 6 14 44 -0.9093730758099718 0.3466557911908646
transition 6 15 16 -0.8743616846721403 0.08388157894736842
transition 6 15 5 0.8650167937520918 0.4336622807017544
transition 6 15 44 0.641931495021554 0.4824561403508772
transition 6 16 32 -0.5192031912650525 0.400609756097561
transition 6 16 38 0.04151383778617612 0.3884146341463415
transition 6 16 15 -0.9860446341046056 0.041463414634146344
transition 6 16 44 -0.7372177021817459 0.16951219512195123
transition 6 17 0 0.2472318624909402 0.45102040816326533
transition 6 17 9 0.6886038831074157 0.31768707482993197
transition 6 17 44 0.7708538123213993 0.23129251700680273
transition 6 18 4 -0.5068752776768162 0.5202470830473576
transition 6 18 9 0.9564241647886031 0.17089910775566233
transition 6 18 44 0.883089370886915 0.3088538091969801
transition 6 19 26 0.05362672135873181 0.6451016635859519
transition 6 19 29 0.596072081725282 0.12939001848428835
transition 6 19 44 0.06777648850334472 0.2255083179297597
transition 7 0 37 -0.0813362426905977 0.7910447761194029
transition 7 0 41 0.0644240420139508 0.208955223880597
transition 7 1 17 -0.319801273604837 0.31049935979513443
transition 7 1 6 -0.044917580127089796 0.2762483994878361
transition 7 1 27 -0.24212116258113658 0.2320742637644046
transition 7 1 41 -0.32453023453248164 0.18117797695262483
transition 7 2 9 -0.7917872373804073 0.7304147465437788
transition 7 2 4 0.12382763537423624 0.0944700460829493
transition 7 2 41 0.4374576074680725 0.17511520737327188
transition 7 3 25 0.4279866122220404 0.8173076923076923
transition 7 3 41 -0.01665643710961584 0.18269230769230768
transition 7 4 41 0.613832314926934 1.0
transition 7 5 21 0.7337153362734914 0.17269606548719302
transition 7 5 33 0.8412525386242475 0.25112226036440455
transition 7 5 49 0.8530394190342971 0.013731185635067335
transition 7 5 23 -0.547345062822219 0.20966464219698971
transition 7 5 41 -0.000638174815712933 0.3527858463163454
transition 7 6 36 0.6168346194633849 0.11507715188696784
transition 7 6 26 0.21944682351539457 0.15802193716304147
transition 7 6 48 0.573845503332344 0.15039970254694182
transition 7 6 49 0.25756899925403 0.11582078453244098
transition 7 6 41 -0.3742154339901391 0.4606804238706079
transition 7 7 41 -0.5598168482182839 1.0
transition 7 8 29 0.004906789883737606 0.40803212851405624
transition 7 8 38 -0.8178842740852814 0.38473895582329315
transition 7 8 41 -0.4088635039246029 0.20722891566265061
transition 7 9 48 -0.477251660260128 0.2702032721864155
transition 7 9 16 -0.8378147116489527 0.24739712444224096
transition 7 9 41 -0.773365289682628 0.4823996033713436
transition 7 10 27 -0.7603726416761825 0.19899874843554444
transition 7 10 33 -0.5797469044450501 0.3591989987484355
transition 7 10 41 -0.5587453521269476 0.44180225281602004
transition 7 11 3 -0.45446846883925085 0.07402234636871509
transition 7 11 5 0.9325977269163912 0.27164804469273746
transition 7 11 11 0.41692369132099527 0.29120111731843573
transition 7 11 41 0.6946418045705336 0.36312849162011174
transition 7 12 30 0.08874502016150143 0.5682539682539682
transition 7 12 41 0.6726645882862616 0.43174603174603177
transition 7 13 27 0.8365711661875905 0.051458885941644564
transition 7 13 48 0.27987581965575425 0.40583554376657827
transition 7 13 18 0.1780985198995324 0.06578249336870026
transition 7 13 41 0.5708014433273914 0.47692307692307695
transition 7 14 41 0.4904232164594786 1.0
transition 7 15 5 0.9055018893770488 0.4810756972111554
transition 7 15 11 0.3334134824621282 0.049800796812749
transition 7 15 29 0.48060207428612634 0.2993027888446215
transition 7 15 41 0.8514710810325932 0.1698207171314741
transition 7 16 43 0.5258252322677266 0.7698412698412699
transition 7 16 41 0.42941270606369275 0.23015873015873015
transition 7 17 41 0.2390718157099898 1.0
transition 7 18 31 -0.4715010542992666 0.1828933474128828
transition 7 18 15 -0.4184740352530609 0.11045406546990497
transition 7 18 22 0.1907310128623776 0.12946145723336852
transition 7 18 37 0.6778178656037912 0.08511087645195353
transition 7 18 41 -0.6376536650745706 0.49208025343189016
transition 7 19 44 -0.28611749111264495 0.35555555555555557
transition 7 19 34 0.4372657269983249 0.1492063492063492
transition 7 19 41 -0.34113548046847497 0.49523809523809526
transition 8 0 34 -0.39277467503729735 0.3139576605669178
transition 8 0 8 -0.13120478962000992 0.10441334768568353
transition 8 0 16 -0.9945265576575317 0.2909939002511661
transition 8 0 6 -0.5906785946571671 0.2906350914962325
transition 8 1 6 -0.10423753222812282 1.0
transition 8 2 45 -0.6504601946580999 0.5368043087971275
transition 8 2 6 -0.5655510708932381 0.4631956912028725
transition 8 3 35 0.1835063097580354 0.10949788263762855
transition 8 3 20 -0.04371251990821423 0.2162734422262553
transition 8 3 44 -0.8277637116860337 0.294010889292196
transition 8 3 6 0.7370780556243064 0.38021778584392013
transition 8 4 19 -0.21450493526168146 0.21128798842257598
transition 8 4 9 0.42546074922346055 0.04160636758321273
transition 8 4 47 -0.9602062662019863 0.11034732272069464
transition 8 4 36 0.2653840747038194 0.13712011577424024
transition 8 4 6 0.9370725661516945 0.4996382054992764
transition 8 5 45 0.8851240542715166 0.021836865767501604
transition 8 5 11 0.8452638578629514 0.18978805394990367
transition 8 5 46 -0.44599778792139344 0.22671804752729607
transition 8 5 33 -0.3664014620854752 0.10468850353243417
transition 8 5 6 -0.9914296985139779 0.45696852922286446
transition 8 6 6 -0.36776481654224713 1.0
transition 8 7 9 -0.48773391418969947 0.14260249554367202
transition 8 7 23 0.020894998435049272 0.05169340463458111
transition 8 7 36 0.8876049225428513 0.2590612002376708
transition 8 7 7 -0.9622108379519234 0.08021390374331551
transition 8 7 6 -0.7405790438288693 0.46642899584076053
transition 8 8 38 -0.8567721186708801 0.2638422818791946
transition 8 8 12 0.8791933238366711 0.17659395973154363
transition 8 8 32 0.42478985729648144 0.1287751677852349
transition 8 8 3 -0.7122862083756325 0.1518456375838926
transition 8 8 6 -0.5348829705910993 0.2789429530201342
transition 8 9 39 0.35321254386433676 0.4006024096385542
transition 8 9 38 -0.23533363325891887 0.2073293172690763
transition 8 9 6 -0.04498070472794713 0.39206827309236947
transition 8 10 4 0.5120235323622024 0.058993637941006365
transition 8 10 28 -0.21397554292294974 0.2932330827067669
transition 8 10 10 -0.6527266051089684 0.3539618276460382
transition 8 10 42 0.8452647039589203 0.05668016194331984
transition 8 10 6 -0.8444105415112391 0.2371312897628687
transition 8 11 43 0.3000451327692153 0.6451612903225806
transition 8 11 6 -0.7122074038459596 0.3548387096774194
transition 8 12 6 -0.7817399566780514 1.0
transition 8 13 38 0.09893357777477596 0.17995444191343962
transition 8 13 7 -0.3183711989562803 0.4202733485193622
transition 8 13 6 0.8832859099000108 0.39977220956719817
transition 8 14 6 0.7206071477874598 1.0
transition 8 15 39 -0.490375948315259 0.14468766684463427
transition 8 15 7 0.4772549116433644 0.022423918846769888
transition 8 15 38 -0.9928792725044708 0.039508809396689805
transition 8 15 32 0.7252501526562436 0.32888414308595837
transition 8 15 6 0.29857593013756034 0.4644954618259477
transition 8 16 6 0.2506020248464249 1.0
transition 8 17 28 -0.20425252856420406 0.2632831086439334
transition 8 17 0 -0.24966743152639226 0.17340734866508062
transition 8 17 8 -0.3358160787535043 0.08643933386201427
transition 8 17 39 0.12541217592938692 0.10467882632831087
transition 8 17 6 0.6997402281105998 0.37219138250066086
transition 8 18 6 0.24369701799900745 1.0
transition 8 19 6 0.4848896172978938 1.0
transition 9 0 3 -0.12503195485980156 0.39329608938547483
transition 9 0 39 -0.3199736561210118 0.2201117318435754
transition 9 0 35 0.49266309138378017 0.3865921787709497
transition 9 1 35 -0.9858546052423012 1.0
transition 9 2 4 -0.7003130207446129 0.6233463035019455
transition 9 2 35 -0.4572819952229683 0.37665369649805447
transition 9 3 39 -0.28115190656225164 0.5544217687074829
transition 9 3 35 0.025404553170853994 0.445578231292517
transition 9 4 35 0.5242642007087917 1.0
transition 9 5 35 0.7719439249208109 1.0
transition 9 6 35 0.35234602656988545 1.0
transition 9 7 14 -0.02852039245552751 0.5589887640449438
transition 9 7 35 -0.6038565177591808 0.4410112359550562
transition 9 8 35 -0.9508037680083319 1.0
transition 9 9 12 -0.5550540348273132 0.6788079470198676
transition 9 9 35 0.8304941347556258 0.3211920529801324
transition 9 10 35 0.19409828964589892 1.0
transition 9 11 42 0.3270153115015151 0.5311909262759924
transition 9 11 17 -0.2762141071964197 0.06899810964083176
transition 9 11 35 -0.5671834577589432 0.3998109640831758
transition 9 12 6 0.5194923366596764 0.696969696969697
transition 9 12 35 -0.520003926049065 0.30303030303030304
transition 9 13 37 -0.10822448956423036 0.36539235412474846
transition 9 13 3 -0.18259971724630342 0.3235412474849095
transition 9 13 7 0.411559611297166 0.04225352112676056
transition 9 13 35 -0.16420982400023942 0.2688128772635815
transition 9 14 10 -0.4677655963495806 0.14555256064690028
transition 9 14 16 0.052330353478401204 0.1731057202755316
transition 9 14 22 0.09378032016769566 0.2605570530098832
transition 9 14 12 -0.6467675609357932 0.15064390536088648
transition 9 14 35 -0.21466324319061103 0.27014076070679843
transition 9 15 19 -0.5261002103747121 0.5586592178770949
transition 9 15 35 0.7161432317960164 0.441340782122905
